date,description,amount,transaction_type,account_name,category,source_dataset,description_clean,date_month,date_day_of_week
2018-05-31,American Tavern,71.81,credit,Silver Card,Gas & Fuel,aug_personal_transactions_with_UserId.csv,american tavern,5,Thursday
2019-01-25,Power Company,162.8,credit,Platinum Card,Mobile Phone,aug_personal_transactions_with_UserId.csv,power company,1,Friday
2018-09-04,Hardware Store,25.71,credit,Silver Card,Credit Card Payment,aug_personal_transactions_with_UserId.csv,hardware store,9,Tuesday
2019-09-01,Grocery Store,7.72,credit,Platinum Card,Credit Card Payment,aug_personal_transactions_with_UserId.csv,grocery store,9,Sunday
2018-12-15,Grocery Store,55.48,debit,Platinum Card,Dining,aug_personal_transactions_with_UserId.csv,grocery store,12,Saturday
2018-06-19,American Tavern,138.26,debit,Platinum Card,Auto Insurance,aug_personal_transactions_with_UserId.csv,american tavern,6,Tuesday
2018-05-25,Internet Service Provider,82.04,credit,Platinum Card,Credit Card Payment,aug_personal_transactions_with_UserId.csv,internet service provider,5,Friday
2019-08-05,Internet Service Provider,148.4,credit,Platinum Card,Credit Card Payment,aug_personal_transactions_with_UserId.csv,internet service provider,8,Monday
2018-01-28,Power Company,155.47,credit,Checking,Income,aug_personal_transactions_with_UserId.csv,power company,1,Sunday
2019-04-04,Grocery Store,5.64,debit,Platinum Card,Groceries,aug_personal_transactions_with_UserId.csv,grocery store,4,Thursday
2018-09-02,State Farm,173.56,debit,Platinum Card,Income,aug_personal_transactions_with_UserId.csv,state farm,9,Sunday
2019-01-15,Shell,34.55,credit,Checking,Groceries,aug_personal_transactions_with_UserId.csv,shell,1,Tuesday
2018-03-06,City Water Charges,171.21,debit,Platinum Card,Bills & Utilities,aug_personal_transactions_with_UserId.csv,city water charges,3,Tuesday
2019-02-09,American Tavern,185.41,credit,Platinum Card,Income,aug_personal_transactions_with_UserId.csv,american tavern,2,Saturday
2018-03-31,Phone Company,22.48,credit,Checking,Shopping,aug_personal_transactions_with_UserId.csv,phone company,3,Saturday
2019-07-04,Brewing Company,101.4,credit,Platinum Card,Groceries,aug_personal_transactions_with_UserId.csv,brewing company,7,Thursday
2018-05-28,Internet Service Provider,12.61,debit,Platinum Card,Credit Card Payment,aug_personal_transactions_with_UserId.csv,internet service provider,5,Monday
2018-11-01,City Water Charges,137.36,credit,Platinum Card,Dining,aug_personal_transactions_with_UserId.csv,city water charges,11,Thursday
2019-04-28,Credit Card Payment,127.72,credit,Checking,Coffee Shops,aug_personal_transactions_with_UserId.csv,credit card payment,4,Sunday
2018-08-27,Brunch Restaurant,8.11,debit,Checking,Groceries,aug_personal_transactions_with_UserId.csv,brunch restaurant,8,Monday
2018-04-21,Shell,5.87,debit,Platinum Card,Auto Insurance,aug_personal_transactions_with_UserId.csv,shell,4,Saturday
2018-08-28,Amazon,165.09,credit,Platinum Card,Groceries,aug_personal_transactions_with_UserId.csv,amazon,8,Tuesday
2019-05-14,Credit Card Payment,10.33,debit,Silver Card,Alcohol & Bars,aug_personal_transactions_with_UserId.csv,credit card payment,5,Tuesday
2018-09-03,Brunch Restaurant,90.14,credit,Platinum Card,Dining,aug_personal_transactions_with_UserId.csv,brunch restaurant,9,Monday
2018-04-15,Grocery Store,174.23,debit,Platinum Card,Shopping,aug_personal_transactions_with_UserId.csv,grocery store,4,Sunday
2018-04-29,Amazon,16.89,debit,Platinum Card,Mortgage & Rent,aug_personal_transactions_with_UserId.csv,amazon,4,Sunday
2019-05-05,State Farm,188.35,debit,Platinum Card,Auto Insurance,aug_personal_transactions_with_UserId.csv,state farm,5,Sunday
2019-10-02,Brewing Company,19.81,debit,Platinum Card,Auto Insurance,aug_personal_transactions_with_UserId.csv,brewing company,10,Wednesday
2018-03-31,Biweekly Paycheck,2.93,credit,Platinum Card,Credit Card Payment,aug_personal_transactions_with_UserId.csv,biweekly paycheck,3,Saturday
2019-02-15,Gas Company,60.93,credit,Checking,Internet,aug_personal_transactions_with_UserId.csv,gas company,2,Friday
2019-05-05,Grocery Store,187.17,debit,Checking,Coffee Shops,aug_personal_transactions_with_UserId.csv,grocery store,5,Sunday
2019-05-24,Credit Card Payment,45.26,debit,Platinum Card,Coffee Shops,aug_personal_transactions_with_UserId.csv,credit card payment,5,Friday
2019-05-31,Biweekly Paycheck,73.54,debit,Silver Card,Shopping,aug_personal_transactions_with_UserId.csv,biweekly paycheck,5,Friday
2019-02-25,Internet Service Provider,75.0,debit,Checking,Internet,aug_personal_transactions_with_UserId.csv,internet service provider,2,Monday
2019-05-16,State Farm,85.3,debit,Platinum Card,Gas & Fuel,aug_personal_transactions_with_UserId.csv,state farm,5,Thursday
2019-07-06,Phone Company,166.86,debit,Platinum Card,Bills & Utilities,aug_personal_transactions_with_UserId.csv,phone company,7,Saturday
2018-04-28,Starbucks,46.1,credit,Platinum Card,Shopping,aug_personal_transactions_with_UserId.csv,starbucks,4,Saturday
2023-10-03,Strong mind from.,19.29,expense,unknown,Shopping,Personal_Finance_Dataset.csv,strong mind from,10,Tuesday
2018-04-16,City Water Charges,35.0,debit,Checking,Bills & Utilities,aug_personal_transactions_with_UserId.csv,city water charges,4,Monday
2018-03-16,Amazon,151.73,credit,Platinum Card,Entertainment,aug_personal_transactions_with_UserId.csv,amazon,3,Friday
2019-10-26,Starbucks,154.1,debit,Platinum Card,Home Improvement,aug_personal_transactions_with_UserId.csv,starbucks,10,Saturday
2019-02-16,Grocery Store,43.79,debit,Platinum Card,Income,aug_personal_transactions_with_UserId.csv,grocery store,2,Saturday
2019-06-21,American Tavern,46.39,debit,Checking,Dining,aug_personal_transactions_with_UserId.csv,american tavern,6,Friday
2019-05-11,Amazon,45.32,debit,Silver Card,Bills & Utilities,aug_personal_transactions_with_UserId.csv,amazon,5,Saturday
2018-05-25,Internet Service Provider,74.99,debit,Checking,Internet,aug_personal_transactions_with_UserId.csv,internet service provider,5,Friday
2018-03-28,Credit Card Payment,155.86,credit,Silver Card,Gas & Fuel,aug_personal_transactions_with_UserId.csv,credit card payment,3,Wednesday
2019-06-14,Grocery Store,10.69,debit,Silver Card,Groceries,aug_personal_transactions_with_UserId.csv,grocery store,6,Friday
2019-08-20,Starbucks,2.75,debit,Platinum Card,Coffee Shops,aug_personal_transactions_with_UserId.csv,starbucks,8,Tuesday
2018-10-17,Phone Company,86.88,debit,Platinum Card,Credit Card Payment,aug_personal_transactions_with_UserId.csv,phone company,10,Wednesday
2018-08-22,Biweekly Paycheck,93.55,debit,Platinum Card,Shopping,aug_personal_transactions_with_UserId.csv,biweekly paycheck,8,Wednesday
2018-07-21,Netflix,171.96,debit,Platinum Card,Shopping,aug_personal_transactions_with_UserId.csv,netflix,7,Saturday
2019-08-27,Credit Card Payment,78.47,credit,Checking,Alcohol & Bars,aug_personal_transactions_with_UserId.csv,credit card payment,8,Tuesday
2019-01-11,Grocery Store,167.84,credit,Silver Card,Shopping,aug_personal_transactions_with_UserId.csv,grocery store,1,Friday
2019-03-24,Grocery Store,138.67,debit,Platinum Card,Credit Card Payment,aug_personal_transactions_with_UserId.csv,grocery store,3,Sunday
2019-12-02,Biweekly Paycheck,159.02,debit,Platinum Card,Gas & Fuel,aug_personal_transactions_with_UserId.csv,biweekly paycheck,12,Monday
2019-04-20,Credit Card Payment,147.08,debit,Platinum Card,Dining,aug_personal_transactions_with_UserId.csv,credit card payment,4,Saturday
2019-09-24,Hardware Store,153.51,debit,Platinum Card,Entertainment,aug_personal_transactions_with_UserId.csv,hardware store,9,Tuesday
2019-10-05,Shell,43.38,debit,Platinum Card,Credit Card Payment,aug_personal_transactions_with_UserId.csv,shell,10,Saturday
2018-03-25,Netflix,9.44,credit,Platinum Card,Bills & Utilities,aug_personal_transactions_with_UserId.csv,netflix,3,Sunday
2019-07-10,Credit Card Payment,6.42,debit,Checking,Groceries,aug_personal_transactions_with_UserId.csv,credit card payment,7,Wednesday
2019-04-02,BP,160.82,credit,Checking,Credit Card Payment,aug_personal_transactions_with_UserId.csv,bp,4,Tuesday
2019-09-25,Power Company,138.81,credit,Silver Card,Entertainment,aug_personal_transactions_with_UserId.csv,power company,9,Wednesday
2021-08-09,Fear yourself last.,382.75,expense,unknown,Shopping,Personal_Finance_Dataset.csv,fear yourself last,8,Monday
2018-12-23,Mediterranean Restaurant,85.91,credit,Silver Card,Auto Insurance,aug_personal_transactions_with_UserId.csv,mediterranean restaurant,12,Sunday
2020-09-30,Focus chance.,195.18,expense,unknown,Dining,Personal_Finance_Dataset.csv,focus chance,9,Wednesday
2018-04-09,Amazon,44.37,debit,Platinum Card,Dining,aug_personal_transactions_with_UserId.csv,amazon,4,Monday
2019-09-02,Brunch Restaurant,145.69,credit,Silver Card,Bills & Utilities,aug_personal_transactions_with_UserId.csv,brunch restaurant,9,Monday
2021-03-22,Responsibility add front.,1038.0,income,unknown,Investment,Personal_Finance_Dataset.csv,responsibility add front,3,Monday
2019-04-14,Credit Card Payment,195.14,credit,Silver Card,Dining,aug_personal_transactions_with_UserId.csv,credit card payment,4,Sunday
2018-03-26,Shell,189.06,debit,Platinum Card,Home Improvement,aug_personal_transactions_with_UserId.csv,shell,3,Monday
2018-06-09,Biweekly Paycheck,170.05,credit,Platinum Card,Dining,aug_personal_transactions_with_UserId.csv,biweekly paycheck,6,Saturday
2019-09-20,Internet Service Provider,142.03,credit,Silver Card,Groceries,aug_personal_transactions_with_UserId.csv,internet service provider,9,Friday
2018-08-22,Grocery Store,165.36,credit,Platinum Card,Credit Card Payment,aug_personal_transactions_with_UserId.csv,grocery store,8,Wednesday
2018-10-15,Internet Service Provider,47.35,credit,Checking,Entertainment,aug_personal_transactions_with_UserId.csv,internet service provider,10,Monday
2024-02-21,Able customer figure.,986.2,expense,unknown,Travel,Personal_Finance_Dataset.csv,able customer figure,2,Wednesday
2019-02-06,Starbucks,164.38,credit,Checking,Groceries,aug_personal_transactions_with_UserId.csv,starbucks,2,Wednesday
2018-06-05,Grocery Store,97.4,credit,Checking,Credit Card Payment,aug_personal_transactions_with_UserId.csv,grocery store,6,Tuesday
2018-05-25,Grocery Store,172.05,debit,Checking,Shopping,aug_personal_transactions_with_UserId.csv,grocery store,5,Friday
2019-01-27,Grocery Store,157.43,debit,Silver Card,Groceries,aug_personal_transactions_with_UserId.csv,grocery store,1,Sunday
2018-05-02,Mike's Construction Co.,153.64,debit,Silver Card,Shopping,aug_personal_transactions_with_UserId.csv,mike s construction co,5,Wednesday
2019-08-07,Shell,178.43,debit,Silver Card,Dining,aug_personal_transactions_with_UserId.csv,shell,8,Wednesday
2019-01-30,Biweekly Paycheck,191.86,credit,Platinum Card,Groceries,aug_personal_transactions_with_UserId.csv,biweekly paycheck,1,Wednesday
2018-04-10,Internet Service Provider,31.23,credit,Platinum Card,Bills & Utilities,aug_personal_transactions_with_UserId.csv,internet service provider,4,Tuesday
2019-01-06,Power Company,51.03,debit,Platinum Card,Gas & Fuel,aug_personal_transactions_with_UserId.csv,power company,1,Sunday
2018-07-30,Thai Restaurant,165.34,debit,Checking,Dining,aug_personal_transactions_with_UserId.csv,thai restaurant,7,Monday
2018-06-26,Pizza Place,66.44,debit,Platinum Card,Dining,aug_personal_transactions_with_UserId.csv,pizza place,6,Tuesday
2019-11-09,Brewing Company,161.35,debit,Checking,Gas & Fuel,aug_personal_transactions_with_UserId.csv,brewing company,11,Saturday
2019-04-17,Grocery Store,48.96,credit,Checking,Groceries,aug_personal_transactions_with_UserId.csv,grocery store,4,Wednesday
2018-09-10,Mortgage Payment,128.67,debit,Checking,Haircut,aug_personal_transactions_with_UserId.csv,mortgage payment,9,Monday
2018-06-04,Credit Card Payment,28.68,debit,Checking,Home Improvement,aug_personal_transactions_with_UserId.csv,credit card payment,6,Monday
2018-12-24,Gas Company,84.81,debit,Silver Card,Gas & Fuel,aug_personal_transactions_with_UserId.csv,gas company,12,Monday
2018-05-01,Food Truck,184.19,debit,Platinum Card,Bills & Utilities,aug_personal_transactions_with_UserId.csv,food truck,5,Tuesday
2024-01-11,Boy college mrs.,1849.5,expense,unknown,Income,Personal_Finance_Dataset.csv,boy college mrs,1,Thursday
2019-09-13,Biweekly Paycheck,2250.0,credit,Checking,Income,aug_personal_transactions_with_UserId.csv,biweekly paycheck,9,Friday
2018-11-02,Credit Card Payment,262.51,credit,Platinum Card,Credit Card Payment,aug_personal_transactions_with_UserId.csv,credit card payment,11,Friday
2019-03-19,City Water Charges,35.0,debit,Checking,Bills & Utilities,aug_personal_transactions_with_UserId.csv,city water charges,3,Tuesday
2019-09-29,Starbucks,166.04,credit,Platinum Card,Credit Card Payment,aug_personal_transactions_with_UserId.csv,starbucks,9,Sunday
2018-03-02,Gas Company,158.78,credit,Checking,Credit Card Payment,aug_personal_transactions_with_UserId.csv,gas company,3,Friday
2018-03-18,Credit Card Payment,64.69,credit,Checking,Credit Card Payment,aug_personal_transactions_with_UserId.csv,credit card payment,3,Sunday
2019-02-20,Brunch Restaurant,87.09,debit,Silver Card,Bills & Utilities,aug_personal_transactions_with_UserId.csv,brunch restaurant,2,Wednesday
2018-12-22,American Tavern,28.07,credit,Platinum Card,Groceries,aug_personal_transactions_with_UserId.csv,american tavern,12,Saturday
2019-08-02,Hardware Store,95.74,credit,Checking,Shopping,aug_personal_transactions_with_UserId.csv,hardware store,8,Friday
2019-05-30,Brunch Restaurant,65.73,credit,Platinum Card,Bills & Utilities,aug_personal_transactions_with_UserId.csv,brunch restaurant,5,Thursday
2019-01-12,Phone Company,190.78,debit,Checking,Alcohol & Bars,aug_personal_transactions_with_UserId.csv,phone company,1,Saturday
2018-03-26,Grocery Store,40.89,debit,Checking,Groceries,aug_personal_transactions_with_UserId.csv,grocery store,3,Monday
2019-06-14,Credit Card Payment,26.71,credit,Platinum Card,Alcohol & Bars,aug_personal_transactions_with_UserId.csv,credit card payment,6,Friday
2019-10-27,Greek Restaurant,91.36,credit,Platinum Card,Home Improvement,aug_personal_transactions_with_UserId.csv,greek restaurant,10,Sunday
2019-04-13,Credit Card Payment,76.21,credit,Silver Card,Credit Card Payment,aug_personal_transactions_with_UserId.csv,credit card payment,4,Saturday
2018-10-25,Amazon,87.87,credit,Checking,Income,aug_personal_transactions_with_UserId.csv,amazon,10,Thursday
2019-04-04,Credit Card Payment,73.34,credit,Platinum Card,Dining,aug_personal_transactions_with_UserId.csv,credit card payment,4,Thursday
2019-10-17,Brewing Company,133.62,debit,Checking,Home Improvement,aug_personal_transactions_with_UserId.csv,brewing company,10,Thursday
2022-08-19,Exist theory.,1639.74,expense,unknown,Mortgage & Rent,Personal_Finance_Dataset.csv,exist theory,8,Friday
2018-11-13,Grocery Store,10.15,debit,Platinum Card,Groceries,aug_personal_transactions_with_UserId.csv,grocery store,11,Tuesday
2019-04-21,Credit Card Payment,48.06,credit,Platinum Card,Shopping,aug_personal_transactions_with_UserId.csv,credit card payment,4,Sunday
2019-04-20,Credit Card Payment,36.86,credit,Platinum Card,Credit Card Payment,aug_personal_transactions_with_UserId.csv,credit card payment,4,Saturday
2018-03-27,Credit Card Payment,78.01,credit,Silver Card,Income,aug_personal_transactions_with_UserId.csv,credit card payment,3,Tuesday
2018-06-27,BP,52.9,credit,Checking,Mortgage & Rent,aug_personal_transactions_with_UserId.csv,bp,6,Wednesday
2019-07-04,Barbershop,15.91,credit,Platinum Card,Internet,aug_personal_transactions_with_UserId.csv,barbershop,7,Thursday
2018-05-30,Credit Card Payment,152.75,credit,Platinum Card,Bills & Utilities,aug_personal_transactions_with_UserId.csv,credit card payment,5,Wednesday
2018-06-11,Brewing Company,71.12,debit,Silver Card,Entertainment,aug_personal_transactions_with_UserId.csv,brewing company,6,Monday
2018-12-13,Grocery Store,142.4,debit,Platinum Card,Groceries,aug_personal_transactions_with_UserId.csv,grocery store,12,Thursday
2018-11-04,Amazon,134.07,credit,Checking,Dining,aug_personal_transactions_with_UserId.csv,amazon,11,Sunday
2024-01-17,Somebody prepare few sound.,409.77,expense,unknown,Entertainment,Personal_Finance_Dataset.csv,somebody prepare few sound,1,Wednesday
2018-04-19,Starbucks,195.09,credit,Platinum Card,Alcohol & Bars,aug_personal_transactions_with_UserId.csv,starbucks,4,Thursday
2018-01-18,Grocery Store,122.5,debit,Platinum Card,Groceries,aug_personal_transactions_with_UserId.csv,grocery store,1,Thursday
2018-04-22,Grocery Store,21.32,debit,Platinum Card,Groceries,aug_personal_transactions_with_UserId.csv,grocery store,4,Sunday
2019-01-28,Gas Company,121.18,credit,Checking,Auto Insurance,aug_personal_transactions_with_UserId.csv,gas company,1,Monday
2018-12-13,Credit Card Payment,95.45,debit,Platinum Card,Dining,aug_personal_transactions_with_UserId.csv,credit card payment,12,Thursday
2019-01-01,Mediterranean Restaurant,189.95,credit,Platinum Card,Auto Insurance,aug_personal_transactions_with_UserId.csv,mediterranean restaurant,1,Tuesday
